Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
BAC,Bank of America Corporation,47.355,USD,0.2540489044140943,7244689,0.20331342879111672,350756000225.8107,USD,13.867982546050897,3.4147,USD,20.075251424150782,2.18947368421053,Finance,Buy
CVX,Chevron Corporation,154.56,USD,-0.8404439597100163,3487906,0.4373770643267834,316445194500.6459,USD,19.948888716797025,7.7478,USD,-23.13080403206604,4.32530432530432,Energy minerals,Buy
KO,Coca-Cola Company (The),69.655,USD,-1.1424921941527004,3561167,0.2868828350847457,299771954457.2349,USD,24.68022534812033,2.8223,USD,14.708990408063723,2.81431197850375,Consumer non-durables,Buy
AMD,"Advanced Micro Devices, Inc.",180.76,USD,-1.984600368723564,42665195,0.5214727872053954,293345233336.98236,USD,104.04650895067057,1.7373,USD,109.26282823416045,0,Electronic technology,Buy
ASML,ASML Holding N.V. - New York Registry Shares,747.69,USD,-1.042921238270444,597122,0.3865636187702577,290629833951.8642,USD,28.64877291798379,26.0985,USD,40.9556369292589,0.804271212462115,Electronic technology,Buy
GE,GE Aerospace,271.235,USD,0.8833593691884252,2175531,0.5134573228756771,287628246288.0395,USD,37.862417465834696,7.1637,USD,70.00973016588746,0.457747738082466,Electronic technology,Buy
TMUS,"T-Mobile US, Inc.",250.76,USD,-0.031892840057412095,859003,0.21301886931417363,282210050606.6894,USD,23.64790312998048,10.6039,USD,32.77280410693043,1.31159304736087,Communications,Buy
CSCO,"Cisco Systems, Inc.",69.375,USD,-1.455965909090917,23112185,0.9671881210698254,274724887393.7322,USD,26.537755336240533,2.6142,USD,3.0348415576225745,2.30113636363636,Electronic technology,Buy
PM,Philip Morris International Inc,165.175,USD,-0.42500602845429475,1059567,0.18597478941595674,257109654358.09048,USD,31.343099489553886,5.2699,USD,-6.679534628393339,3.20284697508897,Consumer non-durables,Buy
WFC,Wells Fargo & Company,78.98,USD,1.3994094235460308,6960013,0.47961078114234296,253007781000.331,USD,13.545311106537698,5.8308,USD,19.635602609873196,2.01308505284348,Finance,Buy
UNH,UnitedHealth Group Incorporated,270.925,USD,-0.3255950848018803,8010388,0.4243090102267714,245369630073.35583,USD,11.734908238800024,23.0871,USD,52.6520761703253,3.25343120388424,Health services,Buy
AZN,AstraZeneca PLC,78.36,USD,0.5388760585065457,2655244,0.5630887885667386,240744686352.899,USD,29.394553229799687,2.6658,USD,29.156976744186043,1.95021811649987,Health technology,Strong buy
MS,Morgan Stanley,147.095,USD,-0.45005414185164594,1370219,0.2767997959200494,234812990085.38034,USD,16.66647782637268,8.8258,USD,45.304576885083954,2.56297100957295,Finance,Buy
ABT,Abbott Laboratories,129.25,USD,-0.11591962905719141,2199575,0.382159369183159,224954313119.65802,USD,16.163523585613525,7.9964,USD,152.38771580974026,1.77072202717142,Health technology,Buy
GS,"Goldman Sachs Group, Inc. (The)",740.0649,USD,-0.6210772267655116,464024,0.24687054565357935,224033261225.47714,USD,16.306735854045478,45.384,USD,45.71841387060523,1.61424843283381,Finance,Buy
CRM,"Salesforce, Inc.",233.93,USD,-1.307851326836263,3173688,0.37363517484083775,223637078848.26263,USD,36.589867517557444,6.3933,USD,14.98534199025197,0.704480704480705,Technology services,Strong buy
LIN,Linde plc,475.18,USD,-0.09461135756785498,403523,0.2629795837156421,222816440307.17972,USD,33.779287989080984,14.0672,USD,7.060390425815289,1.21523032609381,Process industries,Buy
IBM,International Business Machines Corporation,236.67,USD,-1.416253592702131,1721676,0.25265262540069927,220462661960.7257,USD,38.388049049503664,6.1652,USD,-32.04743849748701,2.8495974783831,Technology services,Buy
MCD,McDonald's Corporation,305.27,USD,0.06555872422722281,750852,0.19900524939384862,217842029927.6568,USD,26.1470993824464,11.6751,USD,2.1738559689149115,2.31401670865933,Consumer services,Buy
BX,Blackstone Inc.,172.9801,USD,-2.04700019819361,1025333,0.2842737177513727,212450340950.76828,USD,46.692066834021645,3.7047,USD,41.362994619758084,2.331069414067,Finance,Buy
AXP,American Express Company,303.97,USD,-0.945025580864854,719376,0.288735635284142,211527328173.881,USD,21.341412042237703,14.2432,USD,6.257646742860547,1.00260545496521,Finance,Buy
DIS,Walt Disney Company (The),115.72,USD,-0.7887517146776422,2509595,0.22397831911255,208056902631.79767,USD,18.142480872946194,6.3784,USD,144.60806872219663,0.879352796341892,Consumer services,Buy
RTX,RTX Corporation,155.36,USD,-0.22477682872005283,773346,0.18150894599520542,207955873908.2582,USD,34.13455200597618,4.5514,USD,163.33024762786394,1.65283941089459,Electronic technology,Buy
MRK,"Merck & Company, Inc.",83.18,USD,0.5682505138435656,3380745,0.2993615016829264,207765604536.47592,USD,12.824347450702271,6.4861,USD,20.20645687386486,3.98505603985056,Health technology,Buy
T,AT&T Inc.,28.51,USD,0.38732394366198236,7072455,0.23253532303077223,203857494771.07397,USD,16.252422756812223,1.7542,USD,0.7639726578206727,3.89747191011236,Communications,Buy
PEP,"PepsiCo, Inc.",148.74,USD,-0.4084365584198093,1695771,0.23368041720343366,203636561537.85858,USD,27.117593436645397,5.485,USD,-20.436907991122585,3.67425510545698,Consumer non-durables,Neutral
INTU,Intuit Inc.,709.015,USD,-0.37866546767644826,338742,0.19675013948534872,197777606906.13596,USD,57.695093172756124,12.289,USD,13.566213843452546,0.584507734892021,Technology services,Buy
CAT,"Caterpillar, Inc.",412.06,USD,-0.39642252840222053,1730167,0.4679146973776589,193041438896.0191,USD,20.95333984216093,19.6656,USD,-10.421164830960112,1.39080710426207,Producer manufacturing,Buy
UBER,"Uber Technologies, Inc.",91.86,USD,1.1339865683144348,5274347,0.2457516338042075,191566565751.50897,USD,15.586134346844936,5.8937,USD,534.0720817643895,0,Transportation,Strong buy
SHOP,Shopify Inc.,143.58,USD,-4.337397561463116,5093689,0.41570642942303293,186605782462.09915,USD,79.24433205439304,1.8118645999999998,USD,86.71901922731294,0,Commercial services,Buy
VZ,Verizon Communications Inc.,43.355,USD,-0.8121711278883642,3570309,0.22174149679586116,182798775014.01474,USD,10.072251649474955,4.3044,USD,61.425089068066754,6.26589595375723,Communications,Buy
TMO,Thermo Fisher Scientific Inc,481.95,USD,-0.5858206646176761,781419,0.35775516882758235,181990165203.80698,USD,27.895629424260136,17.2769,USD,7.168821179564793,0.343520244653443,Health technology,Buy
BLK,"BlackRock, Inc.",1160.1262,USD,0.0082928889770052,136627,0.2634156874880103,179649430452.4325,USD,28.03991385915343,41.3741,USD,2.7180214154665037,1.7781840446357,Finance,Buy
BKNG,Booking Holdings Inc. Common Stock,5498.745,USD,0.9329248593958762,74835,0.3654718364233329,178213692774.16577,USD,38.24458333101495,143.7784,USD,0.6681645464596085,0.673651595471299,Consumer services,Buy
SCHW,Charles Schwab Corporation (The),98.055,USD,2.5787216236007984,5316017,0.6760990319630773,177991315590.94778,USD,26.399321541070996,3.7143,USD,54.33165745626793,1.05380484344918,Finance,Buy
NOW,"ServiceNow, Inc.",847.45,USD,-1.7864903548063675,600336,0.29806908691070094,176269597507.61548,USD,106.66322639110899,7.9451,USD,43.675292500768556,0,Technology services,Strong buy
BA,Boeing Company (The),232.35,USD,-0.4370741740583666,2049590,0.34038860358248796,175693241367.99652,USD,,-16.5217,USD,-193.5677606211908,0,Electronic technology,Buy
TXN,Texas Instruments Incorporated,191.91,USD,-0.7139531274251102,1086654,0.15932941747889695,174472515340.87704,USD,35.081529687042995,5.4704,USD,-5.108501448420618,2.81442392260334,Electronic technology,Buy
C,"Citigroup, Inc.",94.495,USD,-0.16376122556788286,4931674,0.32771177675361596,173955642981.19125,USD,13.971110059731505,6.7636,USD,88.80607430980098,2.33966993941926,Finance,Buy
ANET,"Arista Networks, Inc.",136.4,USD,-1.1665821317295741,3433913,0.278672132760755,171436427795.6641,USD,53.63743609909555,2.543,USD,31.843633347158857,0,Electronic technology,Strong buy
SPGI,S&P Global Inc.,560.4955,USD,-0.3705250808773949,415736,0.30444304087143575,171119274506.11365,USD,43.08024288075016,13.0105,USD,23.319937062804495,0.668980073695131,Commercial services,Strong buy
ISRG,"Intuitive Surgical, Inc.",475.77,USD,-1.3641546594796394,574686,0.2763762920016716,170552367260.50772,USD,66.39083475203036,7.1662,USD,23.0481292604612,0,Health technology,Buy
QCOM,QUALCOMM Incorporated,158.03,USD,0.9195989526789692,2285340,0.23811510907852534,170514366012.66663,USD,15.241503028432547,10.3684,USD,34.39970964145905,2.19681972028865,Electronic technology,Buy
GEV,GE Vernova Inc.,624.835,USD,-1.493749113209615,1338214,0.5527800950026633,170095043638.48474,USD,149.51424947955303,4.1791,USD,-3.2257317525009155,0.11407885130202,Producer manufacturing,Buy
PDD,PDD Holdings Inc.,114.755,USD,-1.6076481179799367,2607257,0.4988796787340214,161972313013,USD,12.35824978192274,9.2857,USD,22.66770588390711,0,Retail trade,Buy
AMGN,Amgen Inc.,290.92,USD,0.5495455016762976,523876,0.21422172756004343,156620230116.40454,USD,23.801030843491777,12.223,USD,110.59251218965905,3.20049770158642,Health technology,Buy
BSX,Boston Scientific Corporation,102.9543,USD,0.44321951219512534,1424985,0.24328181714070074,152552697404.93643,USD,61.27502678252589,1.6802,USD,35.938511326860834,0,Health technology,Strong buy
ACN,Accenture plc,244.725,USD,-0.3887170302833004,1663290,0.2848535131188308,152427612951.35184,USD,19.477186084824947,12.5647,USD,15.009748372982829,2.4887543616261,Technology services,Buy
AMAT,"Applied Materials, Inc.",188.6601,USD,-0.720886175866969,1970573,0.2998401358182133,151399383830.42416,USD,22.96224486070033,8.2161,USD,-5.589198506176383,0.873546282165974,Producer manufacturing,Buy
DHR,Danaher Corporation,209.47,USD,0.15778904083389717,982107,0.25595602372740667,149991322915.96344,USD,44.49046344675248,4.7082,USD,-16.44572219560241,0.573595177911725,Health technology,Strong buy
ARM,Arm Holdings plc,139.965,USD,-1.154661016949146,2126161,0.334528281925506,149954406464,USD,213.13385107354958,0.6567,USD,66.9717772692601,0,Electronic technology,Buy
TJX,"TJX Companies, Inc. (The)",133.845,USD,-0.1901565995525693,1024407,0.21208289527528335,149319576856.902,USD,31.559773638292857,4.241,USD,5.186140529278985,1.16200614738736,Retail trade,Buy
ADBE,Adobe Inc.,348.9147,USD,-0.6139231492295015,1262235,0.29347627446594704,148009623086.61877,USD,22.312262594482597,15.6378,USD,40.438257745846435,0,Technology services,Buy
GILD,"Gilead Sciences, Inc.",119.12,USD,-0.8490094889295788,1681890,0.22918662642093418,147804915361.97238,USD,23.695098663271803,5.0272,USD,514.4219017355169,2.59697020143166,Health technology,Buy
NEE,"NextEra Energy, Inc.",71.665,USD,-0.878284923928065,1903309,0.2533513858486888,147579219338.6751,USD,24.971253353775396,2.8699,USD,-6.80327336494123,3.01001948232675,Utilities,Buy
PGR,Progressive Corporation (The),250.055,USD,0.34712468397608615,1927633,0.6875154279052228,146584366927.08984,USD,14.07824657410848,17.7618,USD,51.95051842726621,2.01612903225806,Finance,Buy
APP,Applovin Corporation,431.465,USD,-3.3456541218638005,2255607,0.26358078361356213,145943001487.29797,USD,64.09831681844517,6.7313,USD,185.22457627118644,0,Technology services,Buy
SYK,Stryker Corporation,376.04,USD,-0.7679113339490614,351892,0.23460106345566353,143762846240.20627,USD,49.75851163775423,7.5573,USD,-15.714397243009945,0.881548551552003,Health technology,Buy
PFE,"Pfizer, Inc.",25.105,USD,-0.2186009538950704,16198757,0.2970440510338101,142735739239.7822,USD,13.34520518817776,1.8812,USD,,6.93711967545639,Health technology,Buy
LOW,"Lowe's Companies, Inc.",252.81,USD,-1.3328129573617016,1132242,0.35387837499527275,141684243243.81012,USD,20.941675433437428,12.0721,USD,-3.0454651321548685,1.89896679870952,Retail trade,Buy
COF,Capital One Financial Corporation,217.51,USD,0.24888233396321707,714104,0.2023723082097403,139101416097.29385,USD,18.264337895709126,11.909,USD,-6.73067886344412,1.10736861532783,Finance,Buy
MU,"Micron Technology, Inc.",124.22,USD,-0.040234972237866866,6239210,0.27569464493262635,139017718908.408,USD,22.42116852878003,5.5403,USD,,0.370161744588396,Electronic technology,Buy
ETN,"Eaton Corporation, PLC",355.92,USD,-0.4391731237237386,872336,0.26495962319272676,138559647869.86288,USD,35.80828202342146,9.9396,USD,9.320076549130027,1.09000825763832,Producer manufacturing,Buy
HON,Honeywell International Inc.,217.63,USD,-0.9602257213070055,776395,0.24187523425583538,138172538631.69598,USD,24.742772036335936,8.7957,USD,0.3021940427861197,2.03422226267407,Electronic technology,Buy
LRCX,Lam Research Corporation,107.03,USD,0.2716882143526384,3803672,0.2929130905284617,135459409887.44044,USD,25.73826471719892,4.1584,USD,43.358499672492854,0.861907438635938,Producer manufacturing,Buy
APH,Amphenol Corporation,110.3,USD,0.42793407994172705,2346983,0.28414208945901426,134667604271.57881,USD,44.005585477757826,2.5065,USD,49.34755407257344,0.590075994635673,Electronic technology,Buy
UNP,Union Pacific Corporation,220.5,USD,-1.2008244466350062,1181128,0.3268949299192189,130765270488.76913,USD,19.153094462540718,11.5125,USD,8.150381873009605,2.44972577696527,Transportation,Buy
KKR,KKR & Co. Inc.,145.64,USD,-1.2342330123423446,839696,0.23459834418096248,129757779013.71407,USD,69.84461922117782,2.0852,USD,-50.75222597482345,0.482205922303722,Finance,Buy
DE,Deere & Company,477.15,USD,-7.086108190209134,3159894,2.5616037734013597,129225124663.62949,USD,23.083398240020898,20.6707,USD,-37.75704086456667,1.251359098547,Producer manufacturing,Buy
KLAC,KLA Corporation,948.665,USD,-0.0858364578506187,271301,0.24404518012545837,125187139987.50807,USD,31.208754696125325,30.3974,USD,49.80878033394445,0.710915448455997,Electronic technology,Buy
ADP,"Automatic Data Processing, Inc.",303.415,USD,-0.5033612067551954,373781,0.2288459632256823,122896172840.0123,USD,30.394386232043757,9.9826,USD,9.671182008942795,1.97409411378915,Technology services,Neutral
CMCSA,Comcast Corporation,32.775,USD,-0.5009107468123836,5399422,0.21389572761643277,121012065681.36157,USD,5.412613743332288,6.0553,USD,61.35848855490713,3.88585306618094,Consumer services,Buy
COP,ConocoPhillips,95.33,USD,-0.5736337088026671,4203633,0.5492727543919029,119061662306.26723,USD,12.789449676674984,7.4538,USD,-17.014028056112217,3.29844592451633,Energy minerals,Strong buy
SNY,Sanofi,48.76,USD,0.04103405826835457,1337555,0.3873886502544206,118684534721.37846,USD,12.17417357435334,4.0052,USD,120.80599812558575,3.27993434550677,Health technology,Buy
MELI,"MercadoLibre, Inc.",2328.22,USD,0.03953078674857637,57744,0.12373029350160973,118034647812.12971,USD,57.493727651672295,40.4952,USD,46.38283105418974,0,Retail trade,Strong buy
MDT,Medtronic plc.,92.12,USD,-0.8502852222580907,2111848,0.31121385247717015,118030115311.40244,USD,25.465100207325502,3.6175,USD,30.98815946699498,3.0516941789748,Health technology,Buy
PANW,"Palo Alto Networks, Inc.",174.6,USD,-1.2778468845414561,3560000,0.2658742320034233,116540790124.03029,USD,99.91416309012875,1.7475,USD,-49.128118540944946,0,Technology services,Buy
ADI,"Analog Devices, Inc.",234.06,USD,-1.5023355636914502,581060,0.16396014108822907,116151855952.52141,USD,63.71927149974138,3.6733,USD,-14.010487382368089,1.60754113537853,Electronic technology,Buy
SNPS,"Synopsys, Inc.",613.465,USD,-0.82529058958566,240400,0.22047669004691733,113517798040.91417,USD,44.17803286716308,13.8862,USD,51.07325086763057,0,Technology services,Strong buy
NKE,"Nike, Inc.",76.05,USD,-1.4896373056994892,3557746,0.3789725924561278,112318525525.00452,USD,35.219747140276944,2.1593,USD,-42.05243807530258,2.09612817089453,Consumer non-durables,Buy
MO,"Altria Group, Inc.",65.42,USD,-0.12213740458015007,1480978,0.1932468147141065,109898468644.70352,USD,12.642767417141753,5.1745,USD,-10.747550710638883,6.18088168459324,Consumer non-durables,Neutral
CB,Chubb Limited,274.41,USD,-0.229057591623035,476678,0.287648131745666,109404602337.62434,USD,12.107480862141236,22.6645,USD,-4.264980442844949,1.37153871816733,Finance,Buy
WELL,Welltower Inc.,162.18,USD,-0.5274779195289409,455202,0.16808709236382072,108901560437,USD,133.96662811828847,1.2106,USD,95.19509835536923,1.62631227623035,Finance,Strong buy
DASH,"DoorDash, Inc.",250.82,USD,-1.3296616837136095,1305667,0.2824963686388435,107149003860.42015,USD,139.54601090464,1.7974,USD,,0,Transportation,Buy
SBUX,Starbucks Corporation,93.4551,USD,-0.7696963261839086,2577408,0.24842439336838662,106230407950.7275,USD,40.41825966611885,2.3122,USD,-35.1943720395751,2.54831174346995,Consumer services,Buy
CRWD,"CrowdStrike Holdings, Inc.",421.18,USD,-2.531704156252892,1411257,0.4781781740809978,104978342610.5402,USD,,-0.6987,USD,-231.3099041533546,0,Technology services,Buy
MSTR,Strategy Inc,369.45,USD,-5.244934598615027,7138788,0.6248751514627594,104758539388.44423,USD,32.52372484462207,11.3594,USD,,0,Technology services,Buy
ICE,Intercontinental Exchange Inc.,182.62,USD,0.6669974091836216,1282565,0.3920610993734799,104535896700.92773,USD,35.054514742014746,5.2096,USD,28.93772893772894,1.01783955346394,Finance,Buy
SO,Southern Company (The),94.295,USD,-0.5222069838590616,1742995,0.28240969166735785,103728967122.91418,USD,24.34613100617077,3.8731,USD,-7.671219814536691,3.08641975308642,Utilities,Buy
CEG,Constellation Energy Corporation,329.95,USD,0.7081158624057605,679629,0.2446290009991711,103078222199.18109,USD,34.43148140418249,9.5828,USD,27.714472298855174,0.45191221805085,Utilities,Buy
LMT,Lockheed Martin Corporation,437.15,USD,-1.2246650247418525,514629,0.2987999266338299,102059251520.09128,USD,24.612500211133195,17.7613,USD,-35.54634626061902,3.02391324497173,Electronic technology,Neutral
MMC,"Marsh & McLennan Companies, Inc.",206.555,USD,-1.3350847862431277,546059,0.19727064012788983,101547403121.43484,USD,24.793244589550003,8.3311,USD,3.2866352591123054,1.63641700503889,Finance,Neutral
PLD,"Prologis, Inc.",105.04,USD,-1.082964497598636,646061,0.1850222161775883,100936569396,USD,28.617354583844165,3.6705,USD,24.07044348296376,3.75918328403778,Finance,Buy
VRTX,Vertex Pharmaceuticals Incorporated,391.81,USD,-1.0380885027278273,595001,0.16738324391332252,100456426145.08675,USD,28.00583261259587,13.9903,USD,,0,Health technology,Buy
CME,CME Group Inc.,275.27,USD,0.49284462616821184,547625,0.276297004105467,99201857748.46326,USD,26.640922904206104,10.3326,USD,13.970880211780262,3.86974299065421,Finance,Neutral
INTC,Intel Corporation,22.35,USD,0.5850585058505966,36121786,0.3563523405996113,97825946977.419,USD,,-4.7628,USD,-2174.3902439024387,2.25022502250225,Electronic technology,Neutral
DUK,Duke Energy Corporation (Holding Company),124.805,USD,-0.7199109060536052,714379,0.18169780787511725,97051418860.26024,USD,20.404976783728994,6.1164,USD,9.902431135787827,3.35823893307624,Utilities,Buy
BMY,Bristol-Myers Squibb Company,47.56,USD,-0.6060606060606042,3036797,0.1998074219845597,96805328939.0303,USD,19.190574183916397,2.4783,USD,,5.28464017185822,Health technology,Neutral
HOOD,"Robinhood Markets, Inc.",108.44,USD,-0.1657153378751674,20028740,0.43771032902854023,96367931482.95967,USD,55.07923608289313,1.9688,USD,503.55610055180875,0,Finance,Buy
TT,Trane Technologies plc,430.385,USD,-1.0313427001172797,412492,0.3262870573375393,95767274548.48926,USD,34.15022177787299,12.6027,USD,24.616342997270888,0.81102631279189,Producer manufacturing,Neutral
AMT,American Tower Corporation (REIT),201.265,USD,-1.4131765858437517,1045022,0.45699392836217784,95593483849,USD,73.06240243946708,2.7547,USD,-48.26077157131588,3.24503958557326,Finance,Buy
PH,Parker-Hannifin Corporation,746.385,USD,-2.0556393937405635,195165,0.21728437560955188,95371586605.46486,USD,27.51984573238403,27.1217,USD,24.441722070044563,0.889580341471198,Electronic technology,Buy
CDNS,"Cadence Design Systems, Inc.",348.765,USD,-0.10168423464711794,412354,0.24747220413285076,95034970114.81982,USD,94.36793116510633,3.6958,USD,-4.427204551331776,0,Technology services,Buy
DELL,Dell Technologies Inc.,139.25,USD,0.07905706482680297,1388888,0.279987372337436,94529786631.06764,USD,22.20184948979592,6.272,USD,28.1045751633987,1.36966958486303,Electronic technology,Buy
MCO,Moody's Corporation,519.3485,USD,-0.34185328037151014,198637,0.26806189429937477,93171118602.87971,USD,44.13864171404774,11.7663,USD,16.17021276595743,0.693731227594225,Commercial services,Buy
WM,"Waste Management, Inc.",227.4254,USD,-1.0763810352327141,651622,0.46138933260827697,91613844740.98827,USD,33.74564501290916,6.7394,USD,7.071477368412691,1.35204738604172,Industrial services,Buy
HCA,"HCA Healthcare, Inc.",391.44,USD,0.2509860164933715,265882,0.22546313381562025,91594413539.74185,USD,16.44284448103637,23.8061,USD,11.701748294404144,0.707130229817325,Health services,Buy
SHW,Sherwin-Williams Company (The),365.27,USD,-0.9652143263834293,970184,0.4258006815293241,91073975919.08159,USD,36.27236797680284,10.0702,USD,2.6597208771268024,0.8405708062219,Process industries,Buy
CTAS,Cintas Corporation,223.48,USD,-0.7196801421590425,277820,0.20768880678287632,90057511532.31844,USD,50.774753487526695,4.4014,USD,16.2085808580858,0.693025322079076,Consumer services,Neutral
ORLY,"O'Reilly Automotive, Inc.",102.17,USD,-0.4579111457521423,1304396,0.28101713520378185,86690907742.44417,USD,36.542794806681215,2.7959,USD,5.541504661960676,0,Retail trade,Buy
NTES,"NetEase, Inc.",131.395,USD,-2.5982209043736066,1325085,1.5317504565190527,85724174375.6736,USD,18.871271202263493,6.9627,USD,7.042708237247486,2.04243884358784,Technology services,Buy
GD,General Dynamics Corporation,317.055,USD,-0.13701218936029552,258498,0.25177424295477135,85285683062.58173,USD,21.289146433175762,14.8928,USD,16.091514986163617,1.85981338173943,Electronic technology,Buy
RCL,Royal Caribbean Cruises Ltd.,313.4199,USD,-0.00003190606854436263,438446,0.2171621206172364,85133516124.2333,USD,23.62277561295477,13.2677,USD,47.996073575834636,0.782547591669861,Consumer services,Buy
CVS,CVS Health Corporation,66.575,USD,1.0242792109256404,2021085,0.22938877578577221,84438833101.6362,USD,18.574577311533954,3.5842,USD,-36.21738975691354,4.06044878644482,Retail trade,Buy
MMM,3M Company,157.99,USD,-1.3795255930087262,2364115,0.7293769821142415,84150164654.06567,USD,21.973574408901253,7.19,USD,325.1419110690634,1.81184668989547,Producer manufacturing,Buy
NOC,Northrop Grumman Corporation,582.66,USD,0.09792300159768015,161916,0.19658643600214026,83427000956.30283,USD,21.424631744607623,27.1958,USD,77.48352150362199,1.46177685950413,Electronic technology,Buy
MCK,McKesson Corporation,665.5,USD,0.35134279294902376,180364,0.15158704825145075,82777810599.3893,USD,26.554145718617825,25.062,USD,12.105136027339674,0.430949454484757,Distribution services,Buy
